Tribe Full Name,Tribe,Tribe Alternate Name,Tribal Component,Salutation,First Name,Middle Name,Last Name,Suffix,aka,Job Title,Organization,BIA Region,BIA Agency,Address 1,Address 2,City,State,StateName,ZIPCode,Alaska,Phone,Fax,E-mail,Web Site,FEDEX Address 1,FEDEX Address 2,FEDEX City,FEDEX State,FEDEX ZipCode,Date Elected,Next Election,Directory,Notes,ANCSA Region,BLM Region,BOR Region,FWS Region,LCC,NPS Region,USGS Region,Latitude,Longitude,Modified
Tulalip Tribes of Washington,Tulalip,,Tribe,,Marie,,Zackuse,,,Chairperson,,Northwest,Puget Sound Agency,6406 Marine Drive,,Tulalip,WA,Washington,98271-9775,No,(360) 716-4000,(360) 716-0606,ssheldon@tulaliptribes-nsn.gov,http://www.tulaliptribes-nsn.gov,SAME,,,,,3/18/2017,3/6/2019,Tribal,,,Oregon/Washington,Pacific Northwest,Region 1 - Pacific,,Pacific West,Northwest,48.0546609,-122.2585421,3/29/2018 7:58
"Tule River Indian Tribe of the Tule River Reservation, California",Tule River,Tule River Reservation,Tribe,,Neil,,Peyron,,,Chairman,,Pacific,Central California Agency,P.O. Box 589,,Porterville,CA,California,93258,No,(559) 781-4271,(559) 781-4610,,http://www.tulerivertribe-nsn.gov,340 North Reservation Road,,Porterville,CA,93257,,,Tribal,Actual election date TBD.,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,36.07,-119.02,2/23/2017 14:02
Tunica-Biloxi Indian Tribe,Tunica-Biloxi,,Tribe,,Marshall,,"Sampson, Sr;  Beverly Chapman-Rachal",,,Co-Administrators,,Eastern,Eastern Regional Office,P.O. Box 1589,,Marksville,LA,Louisiana,71351,No,(318) 253-9767,(318) 253-9791,msampson@paragoncasinoresort.com,http://www.tunica.org,151 Melacon Drive,,Marksville,LA,71351,4/6/2014,4/1/2018,Tribal,Elections every 4 years - next election is in Ap,,Eastern States,,Region 4 - Southeast,,Southeast,Southeast,31.1279652,-92.0662356,6/6/2017 6:34
Tuolumne Band of Me-Wuk Indians of the Tuolumne Rancheria of California,Tuolumne,Tuolumne Rancheria,Tribe,,Kevin,,Day,,,Chairman,,Pacific,Central California Agency,P.O. Box 699,,Tuolumne,CA,California,95379,No,(209) 928-3475,(209) 928-1677,,http://www.mewuk.com/,19595 Mi-wu Street,,Tuolumne,CA,95379,,,Tribal,Actual election date TBD.,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,37.9627027,-120.2412999,2/23/2017 14:02
Turtle Mountain Band of Chippewa Indians of North Dakota,Turtle Mountain,,Tribe,,Wayne,,Keplin,,,Chairman,,Great Plains,Turtle Mountain Agency,P.O. Box 900,,Belcourt,ND,North Dakota,58316,No,(701) 477-2600,(701) 477-8768,richard.mccloud@tmbci.org,http://tmbci.kkbold.com/,4180 Highway 281,,Belcourt,ND,58316,11/6/2012,11/4/2014,Tribal,,,Montana/Dakotas,Great Plains,Region 6 - Mountain-Prairie,,Midwest,Midwest,48.8391712,-99.7448688,2/23/2017 14:02
Tuscarora Nation,Tuscarora,,Tribe,,Leo,R.,Henry,,,Chief,,Eastern,Eastern Regional Office,2006 Mt. Hope Road,,Lewistown,NY,New York,14092,No,(716) 601-4737,(716) 297-7355,,,SAME,,,,,,,Tribal,No elections,,Eastern States,,Region 5 - Northeast,,Northeast,Northeast,43.1583175,-78.960588,6/6/2017 6:36
Twenty-Nine Palms Band of Mission Indians of California,Twenty-Nine Palms,Twenty-Nine Palms Reservation,Tribe,,Darrell,,Mike,,,Spokesman,,Pacific,Southern California Agency,46-200 Harrison Place,,Coachella,CA,California,92236,No,(760) 863-2444,(760) 863-2449,,,,,,,,11/19/2014,11/19/2016,Tribal,Actual election date TBD.,,California,Lower Colorado,Region 8 - Pacific Southwest,,Pacific West,Pacific,33.7106659,-116.1835261,2/23/2017 14:02
United Auburn Indian Community of the Auburn Rancheria of California,United Auburn,Auburn Rancheria,Tribe,,Gene,,Whitehouse,,,Chairman,,Pacific,Central California Agency,10720 Indian Hill Road,,Auburn,CA,California,95603,No,(530) 883-2390,(530) 883-2380,,http://www.auburnrancheria.com,SAME,,,,,,,Tribal,Actual election date TBD.,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,38.871886,-121.091924,2/23/2017 14:02
United Keetoowah Band of Cherokee Indians in Oklahoma,United Keetoowah,,Tribe,,Joe,,Bunch,,,Chief,,Eastern Oklahoma,Eastern Oklahoma Regional Office,P.O. Box 746,,Tahlequah,OK,Oklahoma,74465,No,(918) 871-2800,(918) 414-4099,jbunch@ukb-nsn.gov,http://www.keetoowahcherokee.org,2450 South Muskogee Avenue,,Tahlequah,OK,74464,12/5/2016,11/2/2020,Tribal,,,New Mexico,Great Plains,Region 2 - Southwest,Eastern Tallgrass Prairie and Big Rivers,Intermountain,Southwest,35.9017365,-94.9744127,3/7/2018 11:33
"Upper Sioux Community, Minnesota",Upper Sioux,,Tribe,,Kevin,,Jensvold,,,Chairman,,Midwest,Midwest Regional Office,P.O. Box 147,,Granite Falls,MN,Minnesota,56241-0147,No,(320) 564-6372,(320) 564-4482,kevinj@uppersiouxcommunity-nsn.gov,http://www.uppersiouxcommunity-nsn.gov,5722 Travers Lane,,Granite Falls,MN,56241,5/13/2017,5/8/2021,Tribal,"Sworn into office May 20, 2017",,Eastern States,,Region 3 - Midwest,,Midwest,Midwest,44.8099575,-95.5455752,6/12/2017 7:05
Upper Skagit Indian Tribe,Upper Skagit,,Tribe,,Jennifer,,Washington,,,Chairperson,,Northwest,Puget Sound Agency,25944 Community Plaza Way,,Sedro Woolley,WA,Washington,98284-9739,No,(360) 854-7090,(360) 854-7004,,,SAME,,,,,6/14/2014,6/9/2018,Tribal,,,Oregon/Washington,Pacific Northwest,Region 1 - Pacific,,Pacific West,Northwest,48.5391,-122.185146,11/15/2017 12:10
"Ute Indian Tribe of the Uintah & Ouray Reservation, Utah",Ute,,Tribe,,Luke,,Duncan,,,Chairman,,Western,Uintah & Ouray Agency,P.O. Box 190,,Ft. Duchesne,UT,Utah,84026,No,(435) 722-5141,(435) 722-2374,,http://www.utetribe.com,899 South 7500 East,,Ft. Duchesne,UT,84026,,,Tribal,,,Utah,Upper Colorado,Region 6 - Mountain-Prairie,Southern Rockies,Intermountain,Southwest,40.3262949,-109.866327,7/27/2017 17:00
Ute Mountain Ute Tribe,Ute Mountain,,Tribe,,Harold,,Cuthair,,,Chairman,,Southwest,Ute Mountain Ute Agency,P.O. Box 248,,Towaoc,CO,Colorado,81334-0248,No,(970) 565-3751,(970) 565-7412,,http://www.utemountainute.com,125 Mike Wash Road,Tribal Complex,Towaoc,CO,87334,,,Tribal,,,Colorado,Upper Colorado,Region 6 - Mountain-Prairie,Southern Rockies,Intermountain,Southwest,37.109763,-108.5463165,2/23/2017 14:02
"Utu Utu Gwaitu Paiute Tribe of the Benton Paiute Reservation, California",Benton,Benton Paiute Reservation,Tribe,,Tina,,Braithwaite,,,Chairwoman,,Pacific,Central California Agency,25669 Highway 6,PMB 1,Benton,CA,California,93512,No,(760) 933-2321,(760) 933-2412,,http://www.bentonpaiutereservation.com/Welcome.html,567 Yellow Jacket Road,,Benton,CA,93512,,,Tribal,Contact Tribe for updated election information.,,California,Lower Colorado,Region 8 - Pacific Southwest,,Pacific West,Pacific,37.8909018,-118.5564526,3/9/2018 16:21
"Walker River Paiute Tribe of the Walker River Reservation, Nevada",Walker River,,Tribe,,Amber,,Torres,,,Chairman,,Western,Western Nevada Agency,P.O. Box 220,,Schurz,NV,Nevada,89427,No,(775) 773-2306,(775) 773-2585,,,,,,,,,,Tribal,,,Nevada,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,38.9507415,-118.7198004,2/23/2017 14:03
Wampanoag Tribe of Gay Head (Aquinnah),Wampanoag,,Tribe,,Cheryl,,Andrews-Maltais,,,Chairwoman,,Eastern,Eastern Regional Office,20 Black Brook Road,,Aquinnah,MA,Massachusetts,02535-1546,No,(508) 645-9265,(508) 645-3790,chairwoman@wampanoagtribe.net,http://www.wampanoagtribe.net,SAME,,,,,,12/1/2019,Tribal,,,Eastern States,,Region 5 - Northeast,,Northeast,Northeast,41.3347766,-70.7947102,2/23/2017 14:02
"Washoe Tribe of Nevada & California (Carson Colony, Dresslerville Colony, Woodfords Community, Stewart Community, & Washoe Ranches)",Washoe,,Tribe,,Neil,,Mortimer,,,Chairman,,Western,Western Nevada Agency,919 Highway 395 South,,Gardnerville,NV,Nevada,89410,No,(775) 265-4191,(775) 265-6240,,http://www.washoetribe.us,SAME,,,,,,,Tribal,,,Nevada,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,38.9046388,-119.7054904,2/23/2017 14:03
"White Mountain Apache Tribe of the Fort Apache Reservation, Arizona",White Mountain,,Tribe,,Ronnie,,Lupe,,,Chairman,,Western,Fort Apache Agency,P.O. Box 700,,Whiteriver,AZ,Arizona,85941,No,(928) 338-4346,(928) 338-1514,ronnielupe@WMAT.us,http://www.wmat.us,201 East Walnut Street,,Whiteriver,AZ,85941,,,Tribal,,,Arizona,Lower Colorado,Region 2 - Southwest,,Intermountain,Southwest,33.8369944,-109.9642664,2/23/2017 14:03
"Wichita and Affiliated Tribes (Wichita, Keechi, Waco & Tawakonie), Oklahoma",Wichita,,Tribe,,Terri,,Parton,,,President,,Southern Plains,Anadarko Agency,P.O. Box 729,,Anadarko,OK,Oklahoma,73005,No,(405) 247-2425,(405) 247-2430,terri.parton@wichitatribe.com,http://www.wichitatribe.com,1 1/4 Mile North of Anadarko on Highway 281,,Anadarko,OK,73005,7/31/2016,7/31/2020,Tribal,,,New Mexico,Great Plains,Region 2 - Southwest,,Intermountain,Southwest,35.072562,-98.2436625,4/10/2018 14:22
Wilton Rancheria,Wilton,,Tribe,,Raymond,,Hitchcock,,,Chairman,,Pacific,Central California Agency,9728 Kent Street,,Elk Grove,CA,California,95624,No,(916) 683-6000,(916) 683-6015,tribaloffice@wiltonrancheria-nsn.gov,,SAME,,,,,6/11/2016,6/11/2020,Tribal,,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,38.4039442,-121.3597885,2/23/2017 14:02
Winnebago Tribe of Nebraska,Winnebago,,Tribe,,Frank,,White,,,Chairperson,,Great Plains,Winnebago Agency,P.O. Box 687,,Winnebago,NE,Nebraska,68071,No,(402) 878-2272,(402) 878-2963,frank.white@winnebagotribe.com,http://www.winnebagotribe.com,100 Bluff Street,,Winnebago,NE,68071,5/12/2015,10/1/2017,Tribal,,,Wyoming,Great Plains,Region 6 - Mountain-Prairie,Eastern Tallgrass Prairie and Big Rivers,Midwest,Midwest,42.2376482,-96.4723119,2/23/2017 14:02
Winnemucca Indian Colony of Nevada,Winnemucca,,Tribe,,Eric,,Magiera,,,Chairman,,Western,Western Nevada Agency,595 Humboldt Street,,Reno,NV,Nevada,89509,No,(775) 329-5800,Not Available,,,,,,,,,,Tribal,,,Nevada,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,39.519224,-119.814402,4/3/2017 9:53
"Wiyot Tribe, California",Wiyot,Table Bluff Rancheria,Tribe,,Theodore,,Hernandez,,,Chairperson,,Pacific,Northern California Agency,1000 Wiyot Drive,,Loleta,CA,California,95551,No,(707) 733-5055,(707) 733-5601,"brian@wiyot.us, brandy@wiyot.us",http://www.wiyot.com,SAME,,,,,4/1/2012,4/1/2016,Tribal,Actual election date TBD.,,California,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,40.6885076,-124.2529779,2/23/2017 14:02
Wyandotte Nation,Wyandotte,,Tribe,,Billy,,Friend,,,Chief,,Eastern Oklahoma,Miami Agency,64700 East Highway 60,,Wyandotte,OK,Oklahoma,74370,No,(918) 678-2297,(918) 678-2944,bfriend@wyandotte-nation.org,http://www.wyandotte-nation.org,SAME,,,,,9/9/2017,9/11/2021,Tribal,,,New Mexico,Great Plains,Region 2 - Southwest,Eastern Tallgrass Prairie and Big Rivers,Intermountain,Southwest,36.8051922,-94.7196624,10/3/2017 13:39
Yankton Sioux Tribe of South Dakota,Yankton,,Tribe,,Robert,,Flying Hawk,,,Chairman,,Great Plains,Yankton Agency,P.O. Box 1153,,Wagner,SD,South Dakota,57380,No,(605) 384-3641,(605) 384-5687,,http://www.yanktonsiouxtribe.net,"800 Main, SW",,Wagner,SD,57380,9/5/2013,9/3/2015,Tribal,,,Montana/Dakotas,Great Plains,Region 6 - Mountain-Prairie,,Midwest,Midwest,43.0799,-98.29316,2/23/2017 14:02
"Yavapai-Apache Nation of the Camp Verde Indian Reservation, Arizona",Yavapai-Apache,,Tribe,,Jane,,Russell-Winiecki,,,Chairman,,Western,Truxton Canon Agency,2400 W. Datsi,,Camp Verde,AZ,Arizona,86322,No,(928) 567-3649,(928) 567-3994,,http://www.yavapai-apache.org,SAME,,,,,,,Tribal,,,Arizona,Lower Colorado,Region 2 - Southwest,,Intermountain,Southwest,34.6260185,-111.8912537,2/23/2017 14:03
Yavapai-Prescott Indian Tribe,Yavapai-Prescott,,Tribe,,Ernest,,Jones,Sr.,,President,,Western,Truxton Canon Agency,530 E Merritt,,Prescott,AZ,Arizona,86301-2038,No,(928) 445-8790,(928) 778-9445,ejones@ypit.com,http://www.ypit.com,SAME,,,,,,,Tribal,,,Arizona,Lower Colorado,Region 2 - Southwest,,Intermountain,Southwest,34.5549436,-112.4661824,2/23/2017 14:03
"Yerington Paiute Tribe of the Yerington Colony & Campbell Ranch, Nevada",Yerington,,Tribe,,Laurie,,Thom,,,Chairperson,,Western,Western Nevada Agency,171 Campbell Lane,,Yerington,NV,Nevada,89447,No,(775) 463-3301,(775) 463-2416,,,SAME,,,,,,,Tribal,,,Nevada,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,39.0703055,-119.1860677,2/23/2017 14:03
"Yocha Dehe Wintun Nation, California",Yocha Dehe,Rumsey Rancheria,Tribe,,Anthony,,Roberts,,,Chairman,,Pacific,Central California Agency,P.O. Box 18,,Brooks,CA,California,95606,No,(530) 796-3400,(530) 796-2143,info@yochadehe-nsn.gov,http://www.yochadehe.org/,Contact Tribe For Physical Address,,,,,1/21/2018,1/21/2021,Tribal,,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,38.7684692,-122.1973081,3/28/2018 12:05
"Yomba Shoshone Tribe of the Yomba Reservation, Nevada",Yomba Shoshone,,Tribe,,Wayne,,Dyer,,,Chairman,,Western,Western Nevada Agency,"HC61, Box 6275",,Austin,NV,Nevada,89310,No,(775) 964-2463,(775) 964-2443,,http://yombatribe.org/,SAME,,,,,,,Tribal,,,Nevada,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,39.468899,-117.196098,2/23/2017 14:03
Ysleta del Sur Pueblo,Ysleta Del Sur,,Tribe,,Carlos,,Hisa,,,Governor,,Southwest,Southern Pueblos Agency,P.O. Box 17579,Ysleta Station,El Paso,TX,Texas,79917,No,(915) 859-8053,(915) 859-4252,,,119 S. Old Pueblo Road,,El Paso,TX,79907-6644,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,,Intermountain,Southwest,31.7069635,-106.3150698,2/23/2017 14:02
"Yurok Tribe of the Yurok Reservation, California",Yurok,,Tribe,,Thomas,P.,O'Rourke,,,Chairperson,,Pacific,Pacific Regional Office,P.O. Box 1027,,Klamath,CA,California,95548,No,(707) 482-1350,(707) 482-1377,council@yuroktribe-nsn.gov,http://www.yuroktribe.org/,190 Klamath Boulevard,,Klamath,CA,95548,11/10/2015,11/10/2018,Tribal,Actual election date TBD.,,California,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,41.5265092,-124.0384069,2/23/2017 14:02
Zuni Tribe of the Zuni Reservation,Zuni,,Tribe,,Val,,Panteah,Sr.,,Governor,,Southwest,Zuni Agency,P.O. Box 339,,Zuni,NM,New Mexico,87327,No,(505) 782-7022,(505) 782-7202,Not Available,http://www.ashiwi.org,1203B State Highway 53,,Zuni,NM,87327,,,Tribal,,,New Mexico,Lower Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,35.0820475,-108.7600963,2/23/2017 14:02
Agdaagux Tribe of King Cove,Agdaagux,King Cove,Tribe,,Etta,Louise,Kuzakin,,,President,,Alaska,Alaska Regional Office,P.O. Box 249,,King Cove,AK,Alaska,99612,Yes,(907) 497-2648,(907) 497-2803,ettakuzakin@yahoo.com; atc@arctic.net,,249 Rams Creek Road,,King Cove,AK,99612,12/1/2013,,Tribal,"Previously we had Etta being elected Dec 1, 2012 b",The Aleut Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,55.0617,-162.3103,6/6/2017 6:34
Akiachak Native Community,Akiachak,,Tribe,,Fritz,,George,,N/A,Council Chairman,,Alaska,Alaska Regional Office,P.O. Box 51070,,Akiachak,AK,Alaska,99551-0070,Yes,(907) 825-4626,(907) 825-4029,anc_me@yahoo.com; anc_tribalcouncils@yahoo.com,,,,,,,,,Tribal,,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,60.9094,-161.4314,11/24/2017 10:37
Akiak Native Community,Akiak,,Tribe,,Ivan,M.,Ivan,Sr.,,Chief,,Alaska,Alaska Regional Office,P.O. Box 52127,,Akiak,AK,Alaska,99552,Yes,(907) 765-7112,(907) 765-7512,akiarmiu@yahoo.com,,,,,,,,11/1/2016,Tribal,Election only states November 2016,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,60.9122,-161.2139,6/9/2017 15:53
Alatna Village,Alatna,Alatna Tribal Council,Tribe,,Harding,,Sam,,,1st Chief,,Alaska,Fairbanks Agency,P.O. Box 70,#7 Oscar Way,Allakaket,AK,Alaska,99720,Yes,(907) 968-2304,(907) 968-2305,alatnatribe@gmail.com,,#7 Oscar Way ,,Allakeket,AK,99720,3/8/2012,10/28/2016,Tribal,,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,66.5572,-152.7072,6/13/2017 11:21
Algaaciq Native Village (St. Mary's),Algaaciq,St. Mary's,Tribe,,Moses,,Paukan,Sr.,,President,,Alaska,Alaska Regional Office,P.O. Box 48,,St. Mary's,AK,Alaska,99658,Yes,(907) 438-2932,(907) 438-2227,algaaciq@yahoo.com,,200 Paukan Avenue,,St. Mary's,AK,99658,1/1/2016,1/1/2017,Tribal,,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,62.0531,-163.1658,6/9/2017 15:54
Allakaket Village,Allakaket,,Tribe,,Pollock,,Simon,Jr.,,First Chief,,Alaska,Fairbanks Agency,P.O. Box 50,,Allakaket,AK,Alaska,99720,Yes,(907) 968-2237,(907) 968-2233,allakaketepa@yahoo.com; elisa.bergman@tananachiefs.org,,#6 Main Street,,Allakaket,AK,99720,10/4/2015,10/4/2017,Tribal,,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,66.5656,-152.6456,6/9/2017 15:54
Alutiiq Tribe of Old Harbor,Alutiiq Tribe of Old Harbor,"Native Village of Old Harbor, Village of Old Harbor, Old Harbor Tribal Council",Tribe,,Alex,,Shugak,Sr.,,President,,Alaska,Alaska Regional Office,P.O. Box 62,,Old Harbor,AK,Alaska,99643,Yes,(907) 286-2215,(907) 286-2350,tribal.administrator@ohtcmail.org; ashugak@oldharbor.org; ashellabarger@alutiiqtribe.org,http://www.oldharbortribal.org,62 Three Saints Ave,,Old Harbor,AK,99643,10/6/2015,10/2/2018,Tribal,3 year term,Koniag Inc.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,57.2028,-153.3039,10/26/2017 11:47
Angoon Community Association,Angoon,,Tribe,,Frank,,Sharp,,,President,,Alaska,West-Central Alaska Agency,P.O. Box 328,,Angoon,AK,Alaska,99820,Yes,(907) 788-3411,(907) 788-3412,rjack.agntribe@gmail.com,,,,,,,1/9/2017,1/1/2018,Tribal,,Sealaska Corp.,Alaska,,Region 7 - Alaska,North Pacific,Alaska,Alaska,57.5033,-134.5839,6/9/2017 15:55
Anvik Village,Anvik,,Tribe,,Robert,A.,Walker,,,First Chief,,Alaska,Fairbanks Agency,P.O. Box 10,,Anvik,AK,Alaska,99558,Yes,(907) 663-6322,(866) 524-5035,anvik.tribal@gmail.com; anviktribal@gmail.com,,,,,,,2/22/2017,2/1/2019,Tribal,2 Year Term,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,62.6561,-160.2067,3/7/2018 11:32
Arctic Village,Arctic Village,Native Village of Venetie Tribal Government,Tribe,,Jonathan,,John,,,First Chief,,Alaska,Fairbanks Agency,P.O. Box 22069,,Arctic Village,AK,Alaska,99722,Yes,(907) 587-5523,(907) 587-5128,av_council@hotmail.com,,,,,,,9/28/2017,,Tribal,,Doyon Ltd.,Alaska,,Region 7 - Alaska,Arctic,Alaska,Alaska,68.1269,-145.5378,2/27/2018 13:38
Asa'carsarmiut Tribe,Asa'carsarmiut,,Tribe,,James,C.,Landlord,,,First Chief,,Alaska,Alaska Regional Office,P.O. Box 32249,,Mountain Village,AK,Alaska,99632,Yes,(907) 591-2814,(907) 591-2811,atcoperations@gci.net; atcyouth@gci.net,,office #1 Old Airport Road,,Mountain Village,AK,99632,11/12/2013,11/1/2016,Tribal,,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,62.0856,-163.7294,6/9/2017 15:58
Atqasuk Village (Atkasook),Atqasuk,Atkasook,Tribe,,Elizabeth,,Bordeaux,,,President,,Alaska,Fairbanks Agency,P.O. Box 91108,419 Shugluk Street,Atqasuk,AK,Alaska,99791,Yes,(907) 633-2575,(907) 633-2576,nativevillageofatqasuk@gmail.com,,419 Shugluk Street,,Atqasuk,AK,99791,10/1/2015,10/1/2018,Tribal,3 year term,Arctic Slope Regional Corp.,Alaska,,Region 7 - Alaska,Arctic,Alaska,Alaska,70.4822,-157.4207,3/13/2018 7:55
Beaver Village,Beaver,Beaver Village Council,Tribe,,Rhonda,,Pitka,,,First Chief,,Alaska,Fairbanks Agency,P.O. Box 24029,,Beaver,AK,Alaska,99724,Yes,(907) 628-6126,(907) 628-6815,rpitka@beavercouncil.org; wpitka@beavercouncil.org,,12 Riverfront Road,,Beaver,AK,99724,2/1/2017,1/1/2020,Tribal,3 year term,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,66.3594,-147.3964,10/20/2017 5:48
Birch Creek Tribe,Birch Creek,Birch Creek Tribal Council,Tribe,,Jacqueline,,Baalam,,,1st Chief,,Alaska,Fairbanks Agency,P.O. Box 73505,,Fairbanks,AK,Alaska,99707,Yes,(907) 221-2002/(907) 374-9925,(907) 374-9909/(907) 374-9909,jbaalam@hotmail.com; birchcreektribe@gmail.com; nadine@birchcreektribe.org,http://www.birchcreektribe.org,"909 Cushman St., Suite 207",,Fairbanks,AK,99701,8/1/2016,8/1/2018,Tribal,,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,64.8378,-147.7164,3/5/2018 7:37
Central Council of the Tlingit & Haida Indian Tribes ,Tlingit & Haida,Central Council,Tribe,,Richard,J.,Peterson,,,President,,Alaska,West-Central Alaska Agency,9097 Glacier Hwy,,Juneau,AK,Alaska,99801,Yes,(907) 586-1432,(888) 335-8981,rpeterson@ccthita-nsn.gov; cjackson@ccthita-nsn.gov; deptfob@ccthita-nsn.gov,http://www.ccthita.org,SAME,,,,,4/20/2014,4/1/2018,Tribal,Election listed for month of April,Sealaska Corp.,Alaska,,Region 7 - Alaska,North Pacific,Alaska,Alaska,58.3019,-134.4197,4/11/2018 11:51
Chalkyitsik Village,Chalkyitsik,,Tribe,,Everett,,Nathaniel,,,First Chief,,Alaska,Fairbanks Agency,P.O. Box 57,102 Belle St.,Chalkyitsik,AK,Alaska,99788,Yes,(907) 848-8117,(907) 848-8986,jnathaniel34@hotmail.com,,,,,,,1/1/2018,1/1/2019,Tribal,Election January 2017. All officers terms up in 2017.,Doyon Ltd.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,66.6544,-143.7222,2/5/2018 8:06
Cheesh-Na Tribe,Cheesh-Na,Native Village of Chistochina,Tribe,,Danielle,,Boston,,,President,,Alaska,Alaska Regional Office,P.O. Box 241,,Gakona,AK,Alaska,99586,Yes,(907) 822-3503,(907) 822-5179,dboston@cheeshna.com; csanford@cheeshna.com,http://www.cheeshna.com,P.O. Box 241,,Gakona,AK,99586,,,Tribal,,Ahtna Inc.,Alaska,,Region 7 - Alaska,Northwest Boreal,Alaska,Alaska,62.3019,-145.3019,10/30/2017 9:09
Chevak Native Village,Chevak,,Tribe,,Roy,,Atchak,,,First Chief,,Alaska,Alaska Regional Office,P.O. Box 140,,Chevak,AK,Alaska,99563-0140,Yes,(907) 858-7428,(907) 858-7812,chevaktc@gmail.com,,,,,,,,10/7/2017,Tribal,,Calista Corp.,Alaska,,Region 7 - Alaska,Western Alaska,Alaska,Alaska,61.5278,-165.5864,6/9/2017 16:02
Chickaloon Native Village,Chickaloon,,Tribe,,Gary,,Harrison,,,Chairman,,Alaska,Alaska Regional Office,P.O. Box 1105,,Chickaloon,AK,Alaska,99674-1105,Yes,(907) 745-0749,(907) 745-0709,cvadmin@chickaloon.org,http://www.chickaloon.org,21117 E. Meyers Avenue,,Chickaloon,AK,99674,11/1/2013,11/1/2014,Tribal,,Cook Inlet Region Inc.,Alaska,,Region 7 - Alaska,North Pacific,Alaska,Alaska,61.7967,-148.4628,10/26/2017 11:48
